PlayerName,Team
Bill Sweeney,"[BLU, BOS, BSN, CHN, DET, PH4]"
Bill Swift,"[BRO, BSN, CHA, COL, PIT, SEA, SFN]"
Bill Traffley,"[BL2, CHN, CN2]"
Bill Trotter,"[SLA, SLN, WS1]"
Bill Tuttle,"[DET, KC1, MIN]"
Bill Van Dyke,"[BSN, SLN, TL2]"
Bill Voiselle,"[BSN, CHN, NY1]"
Bill Voss,"[CAL, CHA, ML4, OAK, SLN]"
Bill Wambsganss,"[BOS, CLE, PHA]"
Bill Werle,"[BOS, PIT, SLN]"
Bill White,"[LS2, NY1, PHI, PRO, PT1, SFN, SL4, SLN, TEX]"
Bill Whitrock,"[CIN, LS3, PHI, SL4]"
Bill Wight,"[BAL, BOS, CHA, CIN, CLE, DET, NYA, SLN]"
Bill Wilson,"[CHA, KC1, LS3, PHA, PHI, PIT]"
Bill Wise,"[BL2, WS8, WSU]"
Bill Zuber,"[BOS, CLE, NYA, WS1]"
Billy Alvord,"[CL4, KC2, SL5, TL2, WS9]"
Billy Barnie,"[BL2, HR1, KEO, NY2]"
Billy Beane,"[DET, MIN, NYN, OAK]"
Billy Brewer,"[KCA, NYA, OAK, PHI]"
Billy Bryan,"[KC1, NYA, WS2]"
Billy Buckner,"[ARI, KCA, LAA, SDN]"
Billy Clingman,"[CHN, CIN, CLE, CN3, LS3, PIT, WS1]"
Billy Conigliaro,"[BOS, ML4, OAK]"
Billy Consolo,"[BOS, KC1, LAA, MIN, PHI, WS1]"
Billy Cowan,"[CAL, CHN, ML1, NYA, NYN, PHI]"
Billy Cox,"[BAL, BRO, PIT]"
Billy Earle,"[BRO, CN2, LS3, PIT, SL4]"
Billy Gardner,"[BAL, BOS, MIN, NY1, NYA, WS1]"
Billy Geer,"[BR3, CN1, LS2, NH1, NY2, PHU, WOR]"
Billy Gilbert,"[BLA, MLA, NY1, SLN]"
Billy Goodman,"[BAL, BOS, CHA, HOU]"
Billy Grabarkewitz,"[CAL, CHN, LAN, OAK, PHI]"
Billy Hamilton,"[BSN, CIN, KC2, PHI]"
Billy Hatcher,"[BOS, CHN, CIN, HOU, PHI, PIT, TEX]"
Billy Herman,"[BRO, BSN, CHN, PIT]"
Billy Hitchcock,"[BOS, DET, PHA, SLA, WS1]"
Billy Hoeft,"[BAL, BOS, CHN, DET, ML1, SFN]"
Billy Hunter,"[BAL, CLE, KC1, NYA, SLA]"
Billy Jo Robidoux,"[BOS, CHA, ML4]"
Billy Klaus,"[BAL, BOS, BSN, ML1, PHI, WS2]"
Billy Koch,"[CHA, FLO, OAK, TOR]"
Billy Lauder,"[NY1, PHA, PHI]"
Billy Loes,"[BAL, BRO, SFN]"
Billy Lush,"[BSN, CLE, DET, WSN]"
Billy Maloney,"[BRO, CHN, CIN, MLA, SLA]"
Billy Martin,"[BSN, CIN, CLE, DET, KC1, MIN, ML1, NYA]"
Billy McCool,"[CIN, SDN, SLN]"
Billy McMillon,"[DET, FLO, OAK, PHI]"
Billy Muffett,"[BOS, SFN, SLN]"
Billy Mullen,"[BRO, DET, SLA]"
Billy Nash,"[BSN, BSP, PHI, RIC]"
Billy O'Brien,"[BR4, KCU, SPU, WS8]"
Billy O'Dell,"[ATL, BAL, ML1, PIT, SFN]"
Billy Pierce,"[CHA, DET, SFN]"
Billy Purtell,"[BOS, CHA, DET]"
Billy Redmond,"[CN1, ML2, SL1]"
Billy Rhiel,"[BRO, BSN, DET]"
Billy Rhines,"[CIN, LS3, PIT]"
Billy Ripken,"[BAL, CLE, DET, TEX]"
Billy Rogell,"[BOS, CHN, DET]"
Billy Sample,"[ATL, NYA, TEX]"
Billy Shantz,"[KC1, NYA, PHA]"
Billy Shindle,"[BL2, BLN, BRO, DTN, PHI, PHP]"
Billy Smith,"[BAL, CAL, DTN, HOU, SFN]"
Billy Sorrell,"[KCA, PHI, SFN]"
Billy Southworth,"[BSN, CLE, NY1, PIT, SLN]"
Billy Sullivan,"[BRO, BSN, CHA, CIN, CLE, DET, PIT, SLA]"
Billy Sunday,"[CHN, PHI, PIT]"
Billy Taylor,"[BL2, CL2, DTN, LS3, NYN, OAK, PH4, PIT, PT1, SLU, TBA, WOR]"
Billy Traber,"[BOS, CLE, NYA, WAS]"
Billy Wagner,"[ATL, BOS, HOU, NYN, PHI]"
Billy Werber,"[BOS, CIN, NY1, NYA, PHA]"
Billy Williams,"[CHN, OAK, SE1]"
Billy Wynne,"[CAL, CHA, NYN]"
Bing Miller,"[BOS, PHA, SLA, WS1]"
Bip Roberts,"[CIN, CLE, DET, KCA, OAK, SDN]"
Birdie Tebbetts,"[BOS, CLE, DET]"
Blaine Boyer,"[ARI, ATL, NYN, SDN, SLN]"
Blaine Neal,"[BOS, COL, FLO, SDN]"
Blake DeWitt,"[ATL, CHN, LAN]"
Blas Minor,"[HOU, NYN, PIT, SEA]"
Blix Donnelly,"[BSN, PHI, SLN]"
Blondie Purcell,"[BFN, BL2, BSN, CL2, CN1, PH4, PHI, SR1]"
Blondy Ryan,"[CHA, NY1, NYA, PHI]"
Blue Moon Odom,"[ATL, CHA, CLE, KC1, OAK]"
Bo Belinsky,"[CIN, HOU, LAA, PHI, PIT]"
Bo Diaz,"[BOS, CIN, CLE, PHI]"
Bo Jackson,"[CAL, CHA, KCA]"
Bo McLaughlin,"[ATL, HOU, OAK]"
Bo Porter,"[CHN, OAK, TEX]"
Bob Adams,"[BOS, DET, PHI]"
Bob Addis,"[BSN, CHN, PIT]"
Bob Addy,"[BS1, CHN, CN1, HR1, PH2, RC1]"
Bob Allen,"[BSN, CIN, CLE, PHA, PHI]"
Bob Aspromonte,"[ATL, BRO, HOU, LAN, NYN]"
Bob Bailey,"[BOS, CIN, LAN, MON, PIT]"
Bob Bailor,"[BAL, LAN, NYN, TOR]"
Bob Barr,"[BRO, IN2, NY1, PT1, RC2, WS7, WS8]"
Bob Barrett,"[BOS, BRO, CHN]"
Bob Barton,"[CIN, SDN, SFN]"
Bob Bescher,"[CIN, CLE, NY1, SLN]"
Bob Boone,"[CAL, KCA, PHI]"
Bob Borkowski,"[BRO, CHN, CIN]"
Bob Bowman,"[CHN, NY1, PHI, SLN]"
Bob Boyd,"[BAL, CHA, KC1, ML1]"
Bob Bruce,"[ATL, DET, HOU]"
Bob Buhl,"[CHN, ML1, PHI]"
Bob Burda,"[BOS, ML4, SFN, SLN]"
Bob Cain,"[CHA, DET, SLA]"
Bob Caruthers,"[BR3, BRO, CHN, CIN, SL4, SLN]"
Bob Cerv,"[HOU, KC1, LAA, NYA]"
Bob Chakales,"[BAL, BOS, CHA, CLE, WS1]"
Bob Chance,"[CAL, CLE, WS2]"
Bob Chipman,"[BRO, BSN, CHN]"
Bob Clark,"[BR3, BRO, CIN, CLE, LS3]"
Bob Coluccio,"[CHA, ML4, SLN]"
Bob Coulson,"[BRO, CIN, PTF]"
Bob Davis,"[CAL, KC1, SDN, TOR]"
Bob Didier,"[ATL, BOS, DET]"
Bob Dillinger,"[CHA, PHA, PIT, SLA]"
Bob Duliba,"[BOS, KC1, LAA, SLN]"
Bob Elliott,"[BSN, CHA, NY1, PIT, SLA]"
Bob Ewing,"[CIN, PHI, SLN]"
Bob Farley,"[CHA, DET, SFN]"
Bob Ferguson,"[BR2, CHN, CIN, HAR, HR1, NY2, PHI, PT1, TRN]"
Bob Fisher,"[BRO, CHN, CIN, SLN]"
Bob Fothergill,"[BOS, CHA, DET]"
Bob Friend,"[NYA, NYN, PIT]"
Bob Gallagher,"[BOS, HOU, NYN]"
Bob Ganley,"[PHA, PIT, WS1]"
Bob Garbark,"[BOS, CHN, CLE, PHA]"
Bob Gibson,"[ML4, NYN, SLN]"
Bob Gilks,"[BLN, CL3, CL4]"
Bob Gillespie,"[BOS, CHA, DET]"
Bob Grim,"[CIN, CLE, KC1, NYA, SLN]"
Bob Groom,"[CLE, SLA, SLF, WS1]"
Bob Hale,"[BAL, CLE, NYA]"
Bob Hall,"[BRO, BSN, NY1, PHI, PIT]"
Bob Hamelin,"[DET, KCA, MIL]"
Bob Harris,"[DET, PHA, SLA]"
Bob Hazle,"[CIN, DET, ML1]"
Bob Heffner,"[BOS, CAL, CLE]"
Bob Heise,"[BOS, CAL, KCA, ML4, NYN, SFN, SLN]"
Bob Hendley,"[CHN, ML1, NYN, SFN]"
Bob Hooper,"[CIN, CLE, PHA]"
Bob Howry,"[ARI, BOS, CHA, CHN, CLE, SFN]"
Bob Humphreys,"[CHN, DET, ML4, SLN, WS2]"
Bob James,"[CHA, DET, MON]"
Bob Johnson,"[ATL, BAL, BOS, CIN, CLE, KC1, KCA, NYN, OAK, PHA, PIT, SLN, TEX, WS1, WS2]"
Bob Jones,"[CAL, DET, TEX]"
Bob Kearney,"[OAK, SEA, SFN]"
Bob Kelly,"[CHN, CIN, CLE]"
Bob Kennedy,"[BAL, BRO, CHA, CLE, DET]"
Bob Kipper,"[CAL, MIN, PIT]"
Bob Kline,"[BOS, PHA, WS1]"
Bob Kuzava,"[BAL, CHA, CLE, NYA, PHI, PIT, SLN, WS1]"
Bob Lacey,"[CAL, CLE, OAK, SFN, TEX]"
Bob Lee,"[CAL, CIN, LAA, LAN]"
Bob Lillis,"[HOU, LAN, SLN]"
Bob Locker,"[CHA, CHN, ML4, OAK, SE1]"
Bob Logan,"[BRO, BSN, CHN, CIN, DET]"
Bob Mabe,"[BAL, CIN, SLN]"
Bob Macdonald,"[DET, NYA, NYN, TOR]"
Bob Malloy,"[CIN, MON, SLA, TEX]"
Bob McClure,"[CAL, FLO, KCA, ML4, MON, NYN, SLN]"
Bob McGraw,"[BOS, BRO, NYA, PHI, SLN]"
Bob Melvin,"[BAL, BOS, CHA, DET, KCA, NYA, SFN]"
Bob Meyer,"[KC1, LAA, ML4, NYA, SE1]"
Bob Milacki,"[BAL, CLE, KCA, SEA]"
Bob Miller,"[CHA, CHN, CIN, CLE, DET, LAN, MIN, NYN, PHI, PIT, RC2, SDN, SLN, WS9]"
Bob Molinaro,"[BAL, CHA, CHN, DET, PHI]"
Bob Muncrief,"[CHN, CLE, NYA, PIT, SLA]"
Bob Nieman,"[BAL, CHA, CLE, DET, SFN, SLA, SLN]"
Bob O'Farrell,"[CHN, CIN, NY1, SLN]"
Bob Ojeda,"[BOS, CLE, LAN, NYA, NYN]"
Bob Oldis,"[PHI, PIT, WS1]"
Bob Oliver,"[BAL, CAL, KCA, NYA, PIT]"
Bob Owchinko,"[CIN, CLE, MON, OAK, PIT, SDN]"
Bob Patterson,"[CAL, CHN, PIT, SDN, TEX]"
Bob Porterfield,"[BOS, CHN, NYA, PIT, WS1]"
Bob Priddy,"[ATL, CAL, CHA, PIT, SFN, WS2]"
Bob Purkey,"[CIN, PIT, SLN]"
Bob Reynolds,"[BAL, CLE, DET, ML4, MON, SLN]"
Bob Rhoads,"[CHN, CLE, SLN]"
Bob Robertson,"[PIT, SEA, TOR]"
Bob Rush,"[CHA, CHN, ML1]"
Bob Sadowski,"[BOS, CHA, LAA, ML1, PHI, SLN]"
Bob Scanlan,"[CHN, DET, HOU, KCA, MIL, ML4, MON]"
Bob Scheffing,"[CHN, CIN, SLN]"
Bob Schmidt,"[CIN, NYA, SFN, WS2]"
Bob Schultz,"[CHN, DET, PIT]"
Bob Sebra,"[CIN, ML4, MON, PHI, TEX]"
Bob Seeds,"[BOS, CHA, CLE, NY1, NYA]"
Bob Shaw,"[CHA, CHN, DET, KC1, ML1, NYN, SFN]"
Bob Shirley,"[CIN, KCA, NYA, SDN, SLN]"
Bob Skinner,"[CIN, PIT, SLN]"
Bob Smith,"[BOS, BSN, BUF, CHA, CHN, CIN, CLE, DET, PIT, SLN, TBA]"
Bob Steele,"[NY1, PIT, SLN]"
Bob Stinson,"[HOU, KCA, LAN, MON, SEA, SLN]"
Bob Stoddard,"[DET, KCA, SDN, SEA]"
Bob Swift,"[DET, PHA, SLA]"
Bob Tewksbury,"[CHN, MIN, NYA, SDN, SLN, TEX]"
Bob Thorpe,"[BSN, CHN, ML1]"
Bob Tillman,"[ATL, BOS, NYA]"
Bob Turley,"[BAL, BOS, LAA, NYA, SLA]"
Bob Uecker,"[ATL, ML1, PHI, SLN]"
Bob Unglaub,"[BOS, NYA, WS1]"
Bob Usher,"[CHN, CIN, CLE, WS1]"
Bob Walk,"[ATL, PHI, PIT]"
Bob Watson,"[ATL, BOS, HOU, NYA]"
Bob Weiland,"[BOS, CHA, CLE, SLA, SLN]"
Bob Wells,"[MIN, PHI, SEA]"
Bob Wicker,"[CHN, CIN, SLN]"
Bob Wickman,"[ARI, ATL, CLE, MIL, ML4, NYA]"
Bob Wolcott,"[ARI, BOS, SEA]"
Bob Wood,"[CIN, CLE, DET]"
Bobby Abreu,"[HOU, LAA, NYA, NYN, PHI]"
Bobby Adams,"[BAL, CHA, CHN, CIN]"
Bobby Avila,"[BAL, BOS, CLE, ML1]"
Bobby Ayala,"[CHN, CIN, MON, SEA]"
Bobby Bolin,"[BOS, ML4, SFN]"
Bobby Bonds,"[CAL, CHA, CHN, CLE, NYA, SFN, SLN, TEX]"
Bobby Bonilla,"[ATL, BAL, CHA, FLO, LAN, NYN, PIT, SLN]"
Bobby Brown,"[NYA, SDN, SEA, TOR]"
Bobby Byrne,"[CHA, PHI, PIT, SLN]"
Bobby Chouinard,"[ARI, COL, MIL, OAK]"
Bobby Crosby,"[ARI, OAK, PIT]"
Bobby Darwin,"[BOS, CHN, LAA, LAN, MIN, ML4]"
Bobby Del Greco,"[CHN, KC1, NYA, PHI, PIT, SLN]"
Bobby Estalella,"[ARI, COL, NYA, PHA, PHI, SFN, SLA, TOR, WS1]"
Bobby Hogue,"[BSN, NYA, SLA]"
Bobby Jones,"[BOS, COL, NYN, SDN]"
Bobby Keppel,"[COL, KCA, MIN]"
Bobby Kielty,"[BOS, MIN, OAK, TOR]"
Bobby Knoop,"[CAL, CHA, KCA, LAA]"
Bobby Korecky,"[ARI, MIN, TOR]"
Bobby Locke,"[CAL, CIN, CLE, PHI, SLN]"
Bobby Lowe,"[BSN, CHN, DET, PIT]"
Bobby Malkmus,"[ML1, PHI, WS1]"
Bobby Mathews,"[BL1, BSN, CN1, FW1, NY2, NY3, PH4, PRO]"
Bobby Mitchell,"[CL2, CN1, LAN, MIN, ML4, NYA, SL4]"
Bobby Morgan,"[BRO, CHN, PHI, SLN]"
Bobby Munoz,"[BAL, MON, NYA, PHI]"
Bobby Murcer,"[CHN, NYA, SFN]"
Bobby Rhawn,"[CHA, NY1, PIT]"
Bobby Schang,"[NY1, PIT, SLN]"
Bobby Seay,"[COL, DET, TBA]"
Bobby Shantz,"[CHN, HOU, KC1, NYA, PHA, PHI, PIT, SLN]"
Bobby Smith,"[CAL, CHN, NYN, PHI, SLN]"
Bobby Thigpen,"[CHA, PHI, SEA]"
Bobby Thomson,"[BAL, BOS, CHN, ML1, NY1]"
Bobby Tiefenauer,"[CHN, CLE, HOU, ML1, NYA, SLN]"
Bobby Tolan,"[CIN, PHI, PIT, SDN, SLN]"
Bobby Valentine,"[CAL, LAN, NYN, SDN, SEA]"
Bobby Veach,"[BOS, DET, NYA, WS1]"
Bobby Wallace,"[CL4, SLA, SLN]"
Bobby Witt,"[ARI, CLE, FLO, OAK, SLN, TBA, TEX]"
Bobby Young,"[BAL, CLE, PHI, SLA, SLN]"
Bobo Newsom,"[BOS, BRO, CHN, DET, NY1, NYA, PHA, SLA, WS1]"
Boileryard Clarke,"[BLN, BSN, NY1, WS1]"
Bombo Rivera,"[KCA, MIN, MON]"
Bones Ely,"[BFN, BRO, LS2, PHA, PIT, SLN, SR2, WS1]"
Bonnie Hollingsworth,"[BRO, BSN, PIT, WS1]"
Boof Bonser,"[BOS, MIN, OAK]"
Boog Powell,"[BAL, CLE, LAN]"
Boom-Boom Beck,"[BRO, CIN, DET, PHI, PIT, SLA]"
Boone Logan,"[ATL, CHA, COL, NYA]"
Boots Day,"[CHN, MON, SLN]"
Boze Berger,"[BOS, CHA, CLE]"
Brad Arnsberg,"[CLE, NYA, TEX]"
Brad Ausmus,"[DET, HOU, LAN, SDN]"
Brad Clontz,"[ATL, LAN, NYN, PIT]"
Brad Eldred,"[COL, DET, PIT]"
Brad Fullmer,"[ANA, MON, TEX, TOR]"
Brad Gulden,"[CIN, LAN, MON, NYA, SEA, SFN]"
Brad Halsey,"[ARI, NYA, OAK]"
Brad Havens,"[BAL, CLE, DET, LAN, MIN]"
Brad Hawpe,"[COL, LAA, SDN, TBA]"
Brad Hogg,"[BSN, CHN, PHI]"
Brad Komminsk,"[ATL, BAL, CLE, ML4, OAK, SFN]"
Brad Lidge,"[HOU, PHI, WAS]"
Brad Lincoln,"[PHI, PIT, TOR]"
Brad Mills,"[LAA, MON, OAK, TOR]"
Brad Pennington,"[BAL, BOS, CAL, CIN, TBA]"
Brad Penny,"[BOS, DET, FLO, LAN, MIA, SFN, SLN]"
Brad Rigby,"[KCA, MON, OAK]"
Brad Wellman,"[KCA, LAN, SFN]"
Brad Wilkerson,"[MON, SEA, TEX, TOR, WAS]"
Brad Woodall,"[ATL, CHN, MIL]"
Braden Looper,"[FLO, MIL, NYN, SLN]"
Brady Anderson,"[BAL, BOS, CLE]"
Brady Clark,"[CIN, LAN, MIL, NYN, SDN]"
Braggo Roth,"[BOS, CHA, CLE, NYA, PHA, WS1]"
Brandon Duckworth,"[HOU, KCA, PHI]"
Brandon Hicks,"[ATL, OAK, SFN]"
Brandon League,"[LAN, SEA, TOR]"
Brandon Lyon,"[ARI, BOS, DET, HOU, NYN, TOR]"
Brandon McCarthy,"[ARI, CHA, OAK, TEX]"
Brandon Moss,"[BOS, OAK, PHI, PIT]"
Brandon Puffer,"[HOU, SDN, SFN]"
Brandon Snyder,"[BAL, BOS, TEX]"
Brandon Villafuerte,"[ARI, DET, SDN, TEX]"
Brant Alyea,"[MIN, OAK, SLN, WS2]"
Brant Brown,"[CHN, FLO, PIT]"
Brayan Pe̱a,"[ATL, CIN, DET, KCA]"
Brendan Donnelly,"[ANA, BOS, CLE, FLO, LAA, PIT]"
Brendan Harris,"[CHN, CIN, LAA, MIN, MON, TBA, WAS]"
Brendan Ryan,"[NYA, SEA, SLN]"
Brennan Boesch,"[DET, LAA, NYA]"
Brent Abernathy,"[KCA, MIN, TBA]"
Brent Gates,"[MIN, OAK, SEA]"
Brent Lillibridge,"[ATL, BOS, CHA, CHN, NYA]"
Brent Mayne,"[ARI, COL, KCA, LAN, NYN, OAK, SFN]"
Brent Strom,"[CLE, NYN, SDN]"
Bret Barberie,"[BAL, CHN, FLO, MON]"
Bret Boone,"[ATL, CIN, MIN, SDN, SEA]"
Bret Prinz,"[ARI, CHA, LAA, NYA]"
Bret Saberhagen,"[BOS, COL, KCA, NYN]"
Brett Butler,"[ATL, CLE, LAN, NYN, SFN]"
Brett Carroll,"[FLO, MIL, WAS]"
Brett Hayes,"[FLO, KCA, KCR, MIA]"
Brett Hinchliffe,"[ANA, NYN, SEA]"
Brett Myers,"[CHA, CLE, HOU, PHI]"
Brett Tomko,"[CIN, KCA, LAN, NYA, OAK, SDN, SEA, SFN, SLN, TEX]"
Brian Anderson,"[ARI, BOS, CAL, CHA, CLE, KCA]"
Brian Banks,"[FLO, MIL, ML4]"
Brian Barden,"[ARI, FLO, SLN]"
Brian Barnes,"[CLE, LAN, MON]"
Brian Bass,"[BAL, MIN, PIT]"
Brian Bixler,"[HOU, PIT, WAS]"
Brian Boehringer,"[NYA, PIT, SDN, SFN]"
Brian Bohanon,"[COL, DET, LAN, NYN, TEX, TOR]"
Brian Bruney,"[ARI, CHA, NYA, WAS]"
Brian Buchanan,"[MIN, NYN, SDN]"
Brian Burres,"[BAL, PIT, TOR]"
Brian Cooper,"[ANA, SFN, TOR]"
Brian Daubach,"[BOS, CHA, FLO, NYN]"
Brian Dorsett,"[CAL, CHN, CIN, CLE, NYA, SDN]"
Brian Downing,"[CAL, CHA, TEX]"
Brian Falkenborg,"[BAL, LAN, SDN, SLN]"
Brian Fisher,"[HOU, NYA, PIT, SEA]"
Brian Fuentes,"[COL, LAA, MIN, OAK, SEA]"
Brian Giles,"[CHA, CLE, ML4, NYN, PIT, SDN, SEA]"
Brian Harper,"[CAL, DET, MIN, ML4, OAK, PIT, SLN]"
Brian Hunter,"[ATL, CIN, COL, DET, HOU, PHI, PIT, SEA, SLN]"
Brian Johnson,"[CIN, DET, KCA, LAN, SDN, SFN]"
Brian Jordan,"[ATL, LAN, SLN, TEX]"
Brian Lesher,"[OAK, SEA, TOR]"
Brian McRae,"[CHN, COL, KCA, NYN, TOR]"
Brian Meadows,"[FLO, KCA, PIT, SDN, TBA]"
Brian Moehler,"[CIN, DET, FLO, HOU]"
Brian Powell,"[DET, HOU, PHI, SFN]"
Brian Raabe,"[COL, MIN, SEA]"
Brian Rose,"[BOS, COL, NYN, TBA]"
Brian Sanches,"[FLO, PHI, WAS]"
Brian Schneider,"[MON, NYN, PHI, WAS]"
Brian Shouse,"[BOS, KCA, MIL, PIT, TBA, TEX]"
Brian Sikorski,"[CLE, SDN, TEX]"
Brian Stokes,"[LAA, NYN, TBA]"
Brian Tallet,"[CLE, SLN, TOR]"
Brian Williams,"[BAL, CHN, CLE, DET, HOU, SDN]"
Brickyard Kennedy,"[BRO, NY1, PIT]"
Bris Lord,"[BSN, CLE, PHA]"
Britt Reames,"[MON, OAK, PIT, SLN]"
Brock Davis,"[CHN, HOU, ML4]"
Bronson Arroyo,"[ARI, BOS, CIN, PIT]"
Brook Fordyce,"[BAL, CHA, CIN, NYN, TBA]"
Brook Jacoby,"[ATL, CLE, OAK]"
Brooks Conrad,"[ATL, MIL, OAK, SDN]"
Brooks Kieschnick,"[CHN, CIN, COL, MIL]"
Bruce Aven,"[CLE, FLO, LAN, PIT]"
Bruce Bochte,"[CAL, CLE, OAK, SEA]"
Bruce Bochy,"[HOU, NYN, SDN]"
Bruce Campbell,"[CHA, CLE, DET, SLA, WS1]"
Bruce Chen,"[ATL, BAL, BOS, CIN, HOU, KCA, KCR, MON, NYN, PHI, TEX]"
Bruce Dal Canton,"[ATL, CHA, KCA, PIT]"
Bruce Edwards,"[BRO, CHN, CIN, WS1]"
Bruce Howard,"[BAL, CHA, WS2]"
Bruce Hurst,"[BOS, COL, SDN, TEX]"
Bruce Kimm,"[CHA, CHN, DET]"
Bruce Kison,"[BOS, CAL, PIT]"
Bruce Ruffin,"[COL, ML4, PHI]"
Bruce Sutter,"[ATL, CHN, SLN]"
Bruce Walton,"[COL, MON, OAK]"
Bruno Block,"[CHA, CHF, WS1]"
Bryan Anderson,"[CHA, OAK, SLN]"
Bryan Bullington,"[CLE, KCA, PIT, TOR]"
Bryan Clark,"[CHA, CLE, SEA, TOR]"
Bryan Corey,"[ARI, BOS, LAN, SDN, TEX]"
Bryan Eversgerd,"[MON, SLN, TEX]"
Bryan Hickerson,"[CHN, COL, SFN]"
Bryan Little,"[CHA, MON, NYA]"
Bryan Rekar,"[COL, KCA, TBA]"
Bryan Ward,"[ANA, CHA, PHI]"
Bryce Florie,"[BOS, DET, ML4, SDN]"
Bryn Smith,"[COL, MON, SLN]"
Bubba Church,"[CHN, CIN, PHI]"
Bubba Morton,"[CAL, DET, ML1]"
Bubba Phillips,"[CHA, CLE, DET]"
Bubba Trammell,"[DET, NYA, NYN, SDN, TBA]"
Bubber Jonnard,"[CHA, PHI, PIT, SLN]"
Bubbles Hargrave,"[CHN, CIN, NYA]"
Buck Coats,"[CHN, CIN, TOR]"
Buck Ewing,"[CIN, CL4, NY1, NYP, TRN]"
Buck Freeman,"[BOS, BSN, CHN, WS9, WSN]"
Buck Gladmon,"[PHI, WS7, WS8]"
Buck Herzog,"[BSN, CHN, CIN, NY1]"
Buck Jordan,"[BSN, CIN, NY1, PHI, WS1]"
Buck Martinez,"[KCA, ML4, TOR]"
Bucky Brandon,"[BOS, MIN, PHI, SE1]"
Bucky Dent,"[CHA, KCA, NYA, TEX]"
Bucky Walters,"[BOS, BSN, CIN, PHI]"
Bud Byerly,"[BOS, CIN, SFN, SLN, WS1]"
Bud Clancy,"[BRO, CHA, PHI]"
Bud Daley,"[CLE, KC1, NYA]"
Bud Hafey,"[CHA, CIN, PHI, PIT]"
Bud Harrelson,"[NYN, PHI, TEX]"
Bud Podbielan,"[BRO, CIN, CLE]"
Bud Souchock,"[CHA, DET, NYA]"
Bud Stewart,"[CHA, NYA, PIT, WS1]"
Bud Thomas,"[DET, PHA, SLA, WS1]"
Buddy Bell,"[CIN, CLE, HOU, TEX]"
Buddy Black,"[CLE, KCA, SEA, SFN, TOR]"
Buddy Blattner,"[NY1, PHI, SLN]"
Buddy Bradford,"[CHA, CIN, CLE, SLN]"
Buddy Carlyle,"[ATL, LAN, NYA, NYN, SDN]"
Buddy Groom,"[ARI, BAL, DET, FLO, NYA, OAK]"
Buddy Hassett,"[BRO, BSN, NYA]"
Buddy Napier,"[CHN, CIN, SLA]"
Buddy Rosar,"[BOS, CLE, NYA, PHA]"
Bugs Raymond,"[DET, NY1, SLN]"
Bull Durham,"[BRO, NY1, WS1]"
Bull Smith,"[CHN, PIT, WS1]"
Bullet Joe Bush,"[BOS, NY1, NYA, PHA, PIT, SLA, WS1]"
Bump Hadley,"[CHA, NY1, NYA, PHA, SLA, WS1]"
Bunk Congalton,"[BOS, CHN, CLE]"
Bunny Brief,"[CHA, PIT, SLA]"
Bunny Hearn,"[BSN, NY1, PTF, SLN]"
Burgess Whitehead,"[NY1, PIT, SLN]"
Burke Badenhop,"[BOS, FLO, MIL, TBA]"
Burleigh Grimes,"[BRO, BSN, CHN, NY1, NYA, PIT, SLN]"
Burt Hooton,"[CHN, LAN, TEX]"
Burt Shotton,"[SLA, SLN, WS1]"
Buster Brown,"[BSN, PHI, SLN]"
Buster Hoover,"[BL2, CIN, PHI, PHU]"
Buster Mills,"[BOS, BRO, CLE, NYA, SLA, SLN]"
Butch Benton,"[CHN, CLE, NYN]"
Butch Davis,"[BAL, KCA, LAN, PIT, TEX]"
Butch Henline,"[BRO, CHA, NY1, PHI]"
Butch Henry,"[BOS, COL, HOU, MON, SEA]"
Butch Hobson,"[BOS, CAL, NYA]"
Butch Huskey,"[BOS, COL, MIN, NYN, SEA]"
Butch Metzger,"[NYN, SDN, SFN, SLN]"
Butch Wynegar,"[CAL, MIN, NYA]"
Buttercup Dickerson,"[BFN, BL2, CN1, LS2, PT1, SLU, TRN, WOR]"
By Speece,"[CLE, PHI, WS1]"
Byron Browne,"[CHN, HOU, PHI, SLN]"
Byron Houck,"[BRF, PHA, SLA]"
Byung-Hyun Kim,"[ARI, BOS, COL, FLO]"
C. J. Nitkowski,"[ATL, CIN, DET, HOU, NYA, NYN, TEX, WAS]"
CC Sabathia,"[CLE, MIL, NYA]"
Cal Abrams,"[BAL, BRO, CHA, CIN, PIT]"
Cal Broughton,"[BL2, CL2, DTN, MLU, NY4, SL4]"
Cal Eldred,"[CHA, MIL, ML4, SLN]"
Cal Koonce,"[BOS, CHN, NYN]"
Cal McLish,"[BRO, CHA, CHN, CIN, CLE, PHI, PIT]"
Cal McVey,"[BL1, BS1, CHN, CN1]"
Cal Neeman,"[CHN, CLE, PHI, PIT, WS2]"
Calvin Murray,"[CHN, SFN, TEX]"
Calvin Pickering,"[BAL, BOS, CIN, KCA]"
Calvin Schiraldi,"[BOS, CHN, NYN, SDN, TEX]"
Cam Carreon,"[BAL, CHA, CLE]"
Cameron Maybin,"[DET, FLO, SDN]"
Camilo Pascual,"[CIN, CLE, LAN, MIN, WS1, WS2]"
Candy Cummings,"[BL1, CN1, HAR, HR1, NY2, PH2]"
Candy LaChance,"[BLN, BOS, BRO, CLE]"
Candy Maldonado,"[CHN, CLE, LAN, ML4, SFN, TEX, TOR]"
